:sa:,:couple:,:sparkling_heart:,,:fishing_pole_and_fish:,,:sa:
:u7121:,:two_men_holding_hands:,:revolving_hearts:,,:microphone:,,:u7121:
:u6307:,:two_women_holding_hands:,:cupid:,,:movie_camera:,,:u6307:
:stuffed_flatbread:,:man_facepalming:,:love_letter:,,:cinema:,,:stuffed_flatbread:
:u7981:,:woman_facepalming:,:kiss:,,:headphones:,,:u7981:
:u7a7a:,:woman_shrugging:,:ring:,,:art:,,:u7a7a:
:u5408:,:man_shrugging:,:gem:,,:tophat:,,:u5408:
:u6e80:,:ok_woman:,:bust_in_silhouette:,,:circus_tent:,,:u6e80:
:u6709:,:couple_with_heart_woman_man:,:busts_in_silhouette:,,:ticket:,,:u6709:
:shallow_pan_of_food:,:family_man_woman_boy:,:speech_balloon:,,:clapper:,,:shallow_pan_of_food:
:u6708:,:family_woman_boy:,:footprints:,,:performing_arts:,,:u6708:
:u7533:,:family_woman_girl:,:thought_balloon:,,:video_game:,,:u7533:
:u5272:,:family_woman_girl_boy:,:dog:,,:dart:,,:u5272:
:salad:,:family_woman_boy_boy:,:wolf:,,:slot_machine:,,:salad:
:u55b6:,:family_woman_girl_girl:,:cat:,,:8ball:,,:u55b6:
:ideograph_advantage:,:family_man_boy:,:mouse:,,:game_die:,,:ideograph_advantage:
:accept:,:family_man_girl:,:hamster:,,:bowling:,,:accept:
:cyclone:,:family_man_girl_boy:,:rabbit:,,:flower_playing_cards:,,:cyclone:
:french_bread:,:family_man_boy_boy:,:frog:,,:musical_note:,,:french_bread:
:foggy:,:family_man_girl_girl:,:tiger:,,:notes:,,:foggy:
:closed_umbrella:,:womans_clothes:,:koala:,,:saxophone:,,:closed_umbrella:
:night_with_stars:,:jeans:,:bear:,,:guitar:,,:night_with_stars:
:sunrise_over_mountains:,:necktie:,:pig:,,:musical_keyboard:,,:sunrise_over_mountains:
:sunrise:,:dress:,:pig_nose:,,:trumpet:,,:sunrise:
:city_dusk:,:bikini:,:cow:,,:violin:,,:city_dusk:
:carrot:,:kimono:,:boar:,,:musical_score:,,:carrot:
:city_sunset:,:lipstick:,:monkey_face:,,:running_shirt_with_sash:,,:city_sunset:
:rainbow:,:kiss:,:monkey:,,:tennis:,,:rainbow:
:potato:,:footprints:,:horse:,,:ski:,,:potato:
:bridge_at_night:,:high_heel:,:sheep:,,:basketball:,,:bridge_at_night:
:ocean:,:sandal:,:elephant:,,:checkered_flag:,,:ocean:
:volcano:,:boot:,:panda_face:,,:snowboarder:,,:volcano:
:milky_way:,:mans_shoe:,:penguin:,,:surfer:,,:milky_way:
:earth_asia:,:athletic_shoe:,:bird:,,:trophy:,,:earth_asia:
:new_moon:,:womans_hat:,:baby_chick:,,:horse_racing:,,:new_moon:
:bacon:,:tophat:,:hatched_chick:,,:football:,,:bacon:
:first_quarter_moon:,:mortar_board:,:hatching_chick:,,:rugby_football:,,:first_quarter_moon:
:waxing_gibbous_moon:,:crown:,:chicken:,,:swimmer:,,:waxing_gibbous_moon:
:full_moon:,:school_satchel:,:snake:,,:house:,,:full_moon:
:crescent_moon:,:pouch:,:turtle:,,:house_with_garden:,,:crescent_moon:
:first_quarter_moon_with_face:,:purse:,:bug:,,:office:,,:first_quarter_moon_with_face:
:star2:,:handbag:,:bee:,,:post_office:,,:star2:
:cucumber:,:briefcase:,:ant:,,:european_post_office:,,:cucumber:
:stars:,:eyeglasses:,:beetle:,,:hospital:,,:stars:
:chestnut:,:dark_sunglasses:,:snail:,,:bank:,,:chestnut:
:avocado:,:ring:,:octopus:,,:atm:,,:avocado:
:seedling:,:closed_umbrella:,:shell:,,:hotel:,,:seedling:
:palm_tree:,:dog:,:tropical_fish:,,:love_hotel:,,:palm_tree:
:cactus:,:cat:,:fish:,,:convenience_store:,,:cactus:
:tulip:,:mouse:,:dolphin:,,:school:,,:tulip:
:cherry_blossom:,:hamster:,:whale:,,:department_store:,,:cherry_blossom:
:rose:,:rabbit:,:whale2:,,:factory:,,:rose:
:hibiscus:,:fox_face:,:cow2:,,:japanese_castle:,,:hibiscus:
:sunflower:,:bear:,:ram:,,:european_castle:,,:sunflower:
:blossom:,:panda_face:,:rat:,,:rat:,,:blossom:
:corn:,:koala:,:water_buffalo:,,:mouse2:,,:corn:
:croissant:,:tiger:,:tiger2:,,:ox:,,:croissant:
:ear_of_rice:,:lion:,:rabbit2:,,:water_buffalo:,,:ear_of_rice:
:herb:,:cow:,:dragon:,,:cow2:,,:herb:
:four_leaf_clover:,:pig:,:racehorse:,,:tiger2:,,:four_leaf_clover:
:maple_leaf:,:pig_nose:,:goat:,,:leopard:,,:maple_leaf:
:fallen_leaf:,:frog:,:rooster:,,:rabbit2:,,:fallen_leaf:
:leaves:,:squid:,:dog2:,,:cat2:,,:leaves:
:mushroom:,:octopus:,:pig2:,,:dragon:,,:mushroom:
:tomato:,:shrimp:,:mouse2:,,:crocodile:,,:tomato:
:eggplant:,:monkey_face:,:ox:,,:whale2:,,:eggplant:
:grapes:,:gorilla:,:dragon_face:,,:snail:,,:grapes:
:melon:,:see_no_evil:,:blowfish:,,:snake:,,:melon:
:watermelon:,:hear_no_evil:,:crocodile:,,:racehorse:,,:watermelon:
:tangerine:,:speak_no_evil:,:camel:,,:ram:,,:tangerine:
:wilted_rose:,:monkey:,:dromedary_camel:,,:goat:,,:wilted_rose:
:banana:,:chicken:,:leopard:,,:sheep:,,:banana:
:pineapple:,:penguin:,:cat2:,,:monkey:,,:pineapple:
:apple:,:bird:,:poodle:,,:rooster:,,:apple:
:green_apple:,:baby_chick:,:feet:,,:chicken:,,:green_apple:
:peach:,:hatching_chick:,:bouquet:,,:dog2:,,:peach:
:cherries:,:hatched_chick:,:cherry_blossom:,,:pig2:,,:cherries:
:strawberry:,:duck:,:tulip:,,:boar:,,:strawberry:
:rhino:,:eagle:,:four_leaf_clover:,,:elephant:,,:rhino:
:hamburger:,:owl:,:rose:,,:octopus:,,:hamburger:
:pizza:,:bat:,:sunflower:,,:shell:,,:pizza:
:meat_on_bone:,:wolf:,:hibiscus:,,:bug:,,:meat_on_bone:
:lizard:,:boar:,:maple_leaf:,,:ant:,,:lizard:
:poultry_leg:,:horse:,:leaves:,,:beetle:,,:poultry_leg:
:rice_cracker:,:unicorn:,:fallen_leaf:,,:fish:,,:rice_cracker:
:rice_ball:,:bug:,:herb:,,:tropical_fish:,,:rice_ball:
:gorilla:,:butterfly:,:ear_of_rice:,,:blowfish:,,:gorilla:
:rice:,:snail:,:mushroom:,,:turtle:,,:rice:
:curry:,:beetle:,:cactus:,,:hatching_chick:,,:curry:
:deer:,:ant:,:palm_tree:,,:baby_chick:,,:deer:
:ramen:,:spider:,:evergreen_tree:,,:hatched_chick:,,:ramen:
:spaghetti:,:scorpion:,:deciduous_tree:,,:bird:,,:spaghetti:
:bread:,:crab:,:chestnut:,,:penguin:,,:bread:
:fries:,:snake:,:seedling:,,:koala:,,:fries:
:butterfly:,:lizard:,:blossom:,,:poodle:,,:butterfly:
:sweet_potato:,:turtle:,:globe_with_meridians:,,:dromedary_camel:,,:sweet_potato:
:dango:,:tropical_fish:,:sun_with_face:,,:camel:,,:dango:
:fox:,:fish:,:full_moon_with_face:,,:mouse:,,:fox:
:oden:,:blowfish:,:new_moon_with_face:,,:cow:,,:oden:
:sushi:,:dolphin:,:new_moon:,,:tiger:,,:sushi:
:owl:,:shark:,:waxing_crescent_moon:,,:rabbit:,,:owl:
:fried_shrimp:,:whale:,:first_quarter_moon:,,:cat:,,:fried_shrimp:
:fish_cake:,:whale2:,:full_moon:,,:dragon_face:,,:fish_cake:
:shark:,:crocodile:,:waning_gibbous_moon:,,:whale:,,:shark:
:icecream:,:leopard:,:last_quarter_moon:,,:horse:,,:icecream:
:bat:,:tiger2:,:waning_crescent_moon:,,:monkey_face:,,:bat:
:shaved_ice:,:water_buffalo:,:last_quarter_moon_with_face:,,:dog:,,:shaved_ice:
:ice_cream:,:ox:,:first_quarter_moon_with_face:,,:pig:,,:ice_cream:
:duck:,:cow2:,:crescent_moon:,,:frog:,,:duck:
:doughnut:,:deer:,:earth_africa:,,:hamster:,,:doughnut:
:eagle:,:dromedary_camel:,:earth_americas:,,:wolf:,,:eagle:
:cookie:,:camel:,:earth_asia:,,:bear:,,:cookie:
:black_heart:,:elephant:,:volcano:,,:panda_face:,,:black_heart:
:chocolate_bar:,:rhinoceros:,:milky_way:,,:pig_nose:,,:chocolate_bar:
:candy:,:goat:,:stars:,,:eyes:,,:candy:
:lollipop:,:ram:,:star:,,:ear:,,:lollipop:
:custard:,:sheep:,:sunny:,,:nose:,,:custard:
:honey_pot:,:racehorse:,:partly_sunny:,,:lips:,,:honey_pot:
:fingers_crossed:,:pig2:,:cloud:,,:tongue:,,:fingers_crossed:
:cake:,:rat:,:zap:,,:point_up_2:,,:cake:
:bento:,:mouse2:,:umbrella:,,:point_down:,,:bento:
:stew:,:rooster:,:snowflake:,,:point_left:,,:stew:
:handshake:,:turkey:,:snowman:,,:point_right:,,:handshake:
:cooking:,:dove:,:cyclone:,,:wave:,,:cooking:
:fork_and_knife:,:dog2:,:foggy:,,:ok_hand:,,:fork_and_knife:
:tea:,:poodle:,:rainbow:,,:clap:,,:tea:
:sake:,:cat2:,:ocean:,,:open_hands:,,:sake:
:wine_glass:,:rabbit2:,:bamboo:,,:crown:,,:wine_glass:
:cocktail:,:chipmunk:,:gift_heart:,,:womans_hat:,,:cocktail:
:tropical_drink:,:paw_prints:,:dolls:,,:eyeglasses:,,:tropical_drink:
:beer:,:dragon:,:school_satchel:,,:necktie:,,:beer:
:beers:,:dragon_face:,:mortar_board:,,:jeans:,,:beers:
:ribbon:,:cactus:,:flags:,,:dress:,,:ribbon:
:gift:,:christmas_tree:,:fireworks:,,:kimono:,,:gift:
:birthday:,:evergreen_tree:,:sparkler:,,:bikini:,,:birthday:
:jack_o_lantern:,:deciduous_tree:,:wind_chime:,,:womans_clothes:,,:jack_o_lantern:
:left_facing_fist:,:palm_tree:,:rice_scene:,,:purse:,,:left_facing_fist:
:right_facing_fist:,:seedling:,:jack_o_lantern:,,:handbag:,,:right_facing_fist:
:christmas_tree:,:herb:,:ghost:,,:pouch:,,:christmas_tree:
:santa:,:shamrock:,:santa:,,:athletic_shoe:,,:santa:
:fireworks:,:four_leaf_clover:,:christmas_tree:,,:high_heel:,,:fireworks:
:raised_back_of_hand:,:bamboo:,:gift:,,:sandal:,,:raised_back_of_hand:
:sparkler:,:tanabata_tree:,:tanabata_tree:,,:boot:,,:sparkler:
:balloon:,:leaves:,:tada:,,:footprints:,,:balloon:
:tada:,:fallen_leaf:,:confetti_ball:,,:bust_in_silhouette:,,:tada:
:confetti_ball:,:maple_leaf:,:balloon:,,:busts_in_silhouette:,,:confetti_ball:
:tanabata_tree:,:ear_of_rice:,:crossed_flags:,,:boy:,,:tanabata_tree:
:crossed_flags:,:hibiscus:,:crystal_ball:,,:girl:,,:crossed_flags:
:call_me:,:sunflower:,:movie_camera:,,:man:,,:call_me:
:bamboo:,:rose:,:camera:,,:woman:,,:bamboo:
:man_dancing:,:wilted_flower:,:video_camera:,,:two_men_holding_hands:,,:man_dancing:
:dolls:,:tulip:,:vhs:,,:two_women_holding_hands:,,:dolls:
:selfie:,:blossom:,:cd:,,:cop:,,:selfie:
:flags:,:cherry_blossom:,:dvd:,,:dancers:,,:flags:
:pregnant_woman:,:bouquet:,:minidisc:,,:bride_with_veil:,,:pregnant_woman:
:wind_chime:,:mushroom:,:floppy_disk:,,:person_with_blond_hair:,,:wind_chime:
:person_facepalming:,:chestnut:,:computer:,,:man_with_gua_pi_mao:,,:person_facepalming:
:person_shrugging:,:jack_o_lantern:,:iphone:,,:man_with_turban:,,:person_shrugging:
:rice_scene:,:shell:,:telephone_receiver:,,:older_man:,,:rice_scene:
:school_satchel:,:spider_web:,:pager:,,:older_woman:,,:school_satchel:
:mortar_board:,:earth_americas:,:fax:,,:baby:,,:mortar_board:
:carousel_horse:,:earth_africa:,:satellite:,,:construction_worker:,,:carousel_horse:
:ferris_wheel:,:earth_asia:,:tv:,,:princess:,,:ferris_wheel:
:roller_coaster:,:full_moon:,:radio:,,:japanese_ogre:,,:roller_coaster:
:fishing_pole_and_fish:,:waning_gibbous_moon:,:loud_sound:,,:japanese_goblin:,,:fishing_pole_and_fish:
:microphone:,:last_quarter_moon:,:sound:,,:ghost:,,:microphone:
:movie_camera:,:waning_crescent_moon:,:speaker:,,:angel:,,:movie_camera:
:cinema:,:new_moon:,:mute:,,:alien:,,:cinema:
:headphones:,:waxing_crescent_moon:,:bell:,,:space_invader:,,:headphones:
:mrs_claus:,:first_quarter_moon:,:no_bell:,,:imp:,,:mrs_claus:
:art:,:waxing_gibbous_moon:,:loudspeaker:,,:skull:,,:art:
:man_in_tuxedo:,:new_moon_with_face:,:mega:,,:information_desk_person:,,:man_in_tuxedo:
:tophat:,:full_moon_with_face:,:hourglass_flowing_sand:,,:guardsman:,,:tophat:
:circus_tent:,:first_quarter_moon_with_face:,:hourglass:,,:dancer:,,:circus_tent:
:prince:,:last_quarter_moon_with_face:,:alarm_clock:,,:lipstick:,,:prince:
:ticket:,:sun_with_face:,:watch:,,:nail_care:,,:ticket:
:clapper:,:crescent_moon:,:unlock:,,:massage:,,:clapper:
